Longitude,Latitude,YearDay
-119.959,48.209,2012255
-119.979,48.227,2012255
-119.991,48.215,2012255
-119.997,48.235,2012255
-120.111,48.159,2012255
-120.114,48.169,2012255
-120.117,48.178,2012255
-120.129,48.167,2012255
-120.128,47.802,2012255
-120.212,47.781,2012255
-120.215,47.79,2012255
-120.243,47.888,2012255
-120.229,47.789,2012255
-120.232,47.798,2012255
-120.235,47.808,2012255
-120.258,47.886,2012255
-120.261,47.896,2012255
-120.235,47.757,2012255
-120.244,47.736,2012255
-120.247,47.746,2012255
-120.261,47.794,2012255
-120.284,47.873,2012255
-120.258,47.734,2012255
-120.267,47.763,2012255
-120.272,47.783,2012255
-120.278,47.752,2012255
-120.284,47.771,2012255
-120.287,47.781,2012255
-120.296,47.759,2012255
-120.368,47.445,2012255
-120.548,48.05,2012255
-120.383,47.443,2012255
-120.386,47.453,2012255
-120.563,48.048,2012255
-120.566,48.058,2012255
-120.568,48.068,2012255
-120.397,47.441,2012255
-120.58,48.056,2012255
-120.4,47.401,2012255
-120.406,47.42,2012255
-120.592,48.044,2012255
-120.417,47.408,2012255
-120.42,47.418,2012255
-120.417,47.358,2012255
-120.435,47.365,2012255
-120.463,47.361,2012255
-120.501,47.438,2012255
-120.495,47.367,2012255
-120.515,47.436,2012255
-120.509,47.365,2012255
-120.541,47.422,2012255
-120.67,47.353,2012255
-120.707,47.277,2012255
-121.033,46.683,2012255
-121.05,46.691,2012255
-121.492,46.118,2012255
-121.495,46.127,2012255
-121.52,46.113,2012255
-121.523,46.123,2012255
-121.54,46.131,2012255
-121.557,46.138,2012255
-121.568,46.127,2012255
-122.838,47.43,2012255
-119.103,48.125,2012256
-119.121,48.133,2012256
-119.135,48.131,2012256
-119.138,48.141,2012256
-119.164,48.127,2012256
-119.167,48.137,2012256
-119.179,48.125,2012256
-119.997,48.235,2012256
-120.261,47.896,2012256
-120.246,47.796,2012256
-120.244,47.736,2012256
-120.412,47.44,2012256
-120.417,47.358,2012256
-120.432,47.356,2012256
-120.501,47.438,2012256
-120.504,47.447,2012256
-120.506,47.457,2012256
-120.849,47.552,2012256
-117.705,46.664,2012256
-117.721,46.672,2012256
-119.049,48.091,2012256
-119.066,48.099,2012256
-119.069,48.109,2012256
-119.074,48.128,2012256
-119.081,48.097,2012256
-119.083,48.107,2012256
-119.089,48.126,2012256
-119.091,48.136,2012256
-119.095,48.095,2012256
-119.098,48.105,2012256
-119.106,48.134,2012256
-119.109,48.144,2012256
-119.11,48.093,2012256
-119.118,48.123,2012256
-119.123,48.142,2012256
-119.133,48.121,2012256
-119.15,48.129,2012256
-118.886,45.796,2012256
-118.936,45.82,2012256
-119.974,48.207,2012256
-119.976,48.217,2012256
-119.979,48.227,2012256
-119.982,48.236,2012256
-119.988,48.205,2012256
-119.991,48.215,2012256
-119.994,48.225,2012256
-120.003,48.203,2012256
-120.006,48.213,2012256
-120.011,48.233,2012256
-120.129,48.167,2012256
-120.131,48.176,2012256
-120.14,48.155,2012256
-120.143,48.165,2012256
-120.146,48.175,2012256
-120.142,47.8,2012256
-120.157,47.798,2012256
-120.159,47.808,2012256
-120.229,47.89,2012256
-120.24,47.878,2012256
-120.243,47.888,2012256
-120.246,47.898,2012256
-120.226,47.779,2012256
-120.232,47.798,2012256
-120.255,47.876,2012256
-120.258,47.886,2012256
-120.229,47.738,2012256
-120.241,47.777,2012256
-120.244,47.787,2012256
-120.266,47.865,2012256
-120.269,47.874,2012256
-120.272,47.884,2012256
-120.241,47.726,2012256
-120.255,47.775,2012256
-120.264,47.753,2012256
-120.278,47.752,2012256
-120.534,48.052,2012256
-120.548,48.05,2012256
-120.38,47.434,2012256
-120.383,47.443,2012256
-120.386,47.453,2012256
-120.563,48.048,2012256
-120.566,48.058,2012256
-120.394,47.432,2012256
-120.397,47.441,2012256
-120.577,48.046,2012256
-120.386,47.352,2012256
-120.397,47.391,2012256
-120.394,47.33,2012256
-120.4,47.35,2012256
-120.403,47.36,2012256
-120.426,47.438,2012256
-120.42,47.367,2012256
-120.437,47.426,2012256
-120.435,47.365,2012256
-120.455,47.434,2012256
-120.449,47.363,2012256
-120.46,47.352,2012256
-120.463,47.361,2012256
-120.481,47.42,2012256
-120.483,47.43,2012256
-120.486,47.44,2012256
-120.489,47.449,2012256
-120.492,47.459,2012256
-120.478,47.36,2012256
-120.48,47.369,2012256
-120.495,47.418,2012256
-120.498,47.428,2012256
-120.495,47.367,2012256
-120.498,47.377,2012256
-120.512,47.426,2012256
-120.518,47.445,2012256
-120.521,47.455,2012256
-120.512,47.375,2012256
-120.532,47.443,2012256
-120.538,47.26,2012256
-120.65,47.336,2012256
-120.661,47.273,2012256
-120.832,47.544,2012256
-120.788,47.347,2012256
-121.018,46.685,2012256
-121.021,46.695,2012256
-121.03,46.673,2012256
-121.033,46.683,2012256
-121.036,46.693,2012256
-121.047,46.681,2012256
-121.061,46.679,2012256
-121.481,46.129,2012256
-121.492,46.118,2012256
-121.495,46.127,2012256
-121.506,46.115,2012256
-121.509,46.125,2012256
-121.52,46.113,2012256
-121.523,46.123,2012256
-121.526,46.133,2012256
-121.537,46.121,2012256
-121.54,46.131,2012256
-121.554,46.129,2012256
-121.605,46.152,2012256
-119.106,48.134,2012257
-119.123,48.142,2012257
-119.126,48.152,2012257
-119.138,48.141,2012257
-120.146,48.175,2012257
-120.149,48.184,2012257
-120.152,48.194,2012257
-120.158,48.163,2012257
-120.163,48.182,2012257
-120.172,48.161,2012257
-120.175,48.171,2012257
-120.187,48.159,2012257
-120.174,47.806,2012257
-120.177,47.816,2012257
-120.183,47.785,2012257
-120.186,47.794,2012257
-120.191,47.814,2012257
-120.197,47.783,2012257
-120.2,47.792,2012257
-120.258,47.886,2012257
-120.261,47.896,2012257
-120.275,47.894,2012257
-120.278,47.904,2012257
-120.261,47.794,2012257
-120.264,47.804,2012257
-120.287,47.882,2012257
-120.275,47.793,2012257
-120.278,47.802,2012257
-120.29,47.791,2012257
-120.293,47.8,2012257
-120.58,48.056,2012257
-120.406,47.42,2012257
-120.4,47.35,2012257
-120.417,47.408,2012257
-120.412,47.338,2012257
-120.414,47.348,2012257
-120.417,47.358,2012257
-120.432,47.406,2012257
-120.426,47.336,2012257
-120.429,47.346,2012257
-120.443,47.344,2012257
-120.446,47.354,2012257
-120.463,47.412,2012257
-120.504,47.447,2012257
-120.506,47.457,2012257
-120.495,47.367,2012257
-120.518,47.445,2012257
-120.521,47.455,2012257
-120.527,47.475,2012257
-120.509,47.365,2012257
-120.535,47.453,2012257
-120.538,47.463,2012257
-121.047,46.681,2012257
-121.05,46.691,2012257
-121.061,46.679,2012257
-121.064,46.689,2012257
-121.075,46.677,2012257
-121.498,46.137,2012257
-121.512,46.135,2012257
-121.529,46.143,2012257
-121.547,46.201,2012257
-121.537,46.121,2012257
-121.54,46.131,2012257
-121.543,46.14,2012257
-121.546,46.15,2012257
-121.554,46.129,2012257
-121.557,46.138,2012257
-121.585,46.134,2012257
-121.588,46.144,2012257
-121.599,46.132,2012257
-119.161,45.852,2012257
-119.994,48.225,2012257
-120.05,48.106,2012257
-120.129,48.167,2012257
-120.161,48.173,2012257
-120.167,48.141,2012257
-120.169,48.151,2012257
-120.181,48.14,2012257
-120.207,48.126,2012257
-120.157,47.798,2012257
-120.162,47.818,2012257
-120.168,47.786,2012257
-120.171,47.796,2012257
-120.223,47.82,2012257
-120.246,47.898,2012257
-120.249,47.908,2012257
-120.252,47.867,2012257
-120.255,47.876,2012257
-120.241,47.777,2012257
-120.246,47.796,2012257
-120.269,47.874,2012257
-120.272,47.884,2012257
-120.258,47.785,2012257
-120.267,47.814,2012257
-120.284,47.873,2012257
-120.27,47.773,2012257
-120.272,47.783,2012257
-120.284,47.771,2012257
-120.566,48.058,2012257
-120.577,48.046,2012257
-120.589,48.034,2012257
-120.391,47.321,2012257
-120.403,47.36,2012257
-120.409,47.379,2012257
-120.603,48.032,2012257
-120.406,47.319,2012257
-120.409,47.328,2012257
-120.435,47.416,2012257
-120.437,47.426,2012257
-120.44,47.436,2012257
-120.423,47.326,2012257
-120.432,47.356,2012257
-120.452,47.424,2012257
-120.449,47.363,2012257
-120.48,47.369,2012257
-120.501,47.438,2012257
-120.509,47.467,2012257
-120.489,47.348,2012257
-120.515,47.436,2012257
-120.524,47.465,2012257
-120.503,47.346,2012257
-120.506,47.356,2012257
-120.524,47.363,2012257
-120.523,47.262,2012257
-120.552,47.258,2012257
-120.563,47.246,2012257
-120.566,47.256,2012257
-120.572,47.225,2012257
-120.575,47.235,2012257
-120.578,47.244,2012257
-120.595,47.252,2012257
-120.598,47.262,2012257
-120.609,47.25,2012257
-120.626,47.258,2012257
-120.658,47.213,2012257
-120.779,47.369,2012257
-121.024,46.704,2012257
-121.027,46.663,2012257
-121.041,46.712,2012257
-121.041,46.661,2012257
-121.044,46.671,2012257
-121.055,46.659,2012257
-121.067,46.698,2012257
-121.456,46.143,2012257
-121.464,46.122,2012257
-121.467,46.131,2012257
-121.478,46.12,2012257
-121.481,46.129,2012257
-121.484,46.139,2012257
-121.487,46.149,2012257
-121.492,46.118,2012257
-121.495,46.127,2012257
-121.501,46.147,2012257
-121.506,46.115,2012257
-121.509,46.125,2012257
-121.515,46.145,2012257
-121.518,46.154,2012257
-121.524,46.174,2012257
-121.523,46.123,2012257
-121.526,46.133,2012257
-121.532,46.152,2012257
-121.548,46.109,2012257
-121.562,46.107,2012257
-121.568,46.127,2012257
-121.574,46.146,2012257
-121.573,46.095,2012257
-119.997,48.235,2012258
-120.009,48.223,2012258
-120.011,48.233,2012258
-120.134,48.186,2012258
-120.152,48.194,2012258
-120.155,48.153,2012258
-120.158,48.163,2012258
-120.169,48.151,2012258
-120.172,48.161,2012258
-120.184,48.149,2012258
-120.193,48.179,2012258
-120.201,48.157,2012258
-120.204,48.167,2012258
-120.213,48.145,2012258
-120.219,48.165,2012258
-120.188,47.804,2012258
-120.191,47.814,2012258
-120.194,47.824,2012258
-120.2,47.792,2012258
-120.203,47.802,2012258
-120.206,47.812,2012258
-120.215,47.79,2012258
-120.217,47.8,2012258
-120.246,47.898,2012258
-120.249,47.908,2012258
-120.258,47.886,2012258
-120.263,47.906,2012258
-120.275,47.894,2012258
-120.278,47.904,2012258
-120.281,47.913,2012258
-120.287,47.882,2012258
-120.29,47.892,2012258
-120.295,47.912,2012258
-120.298,47.921,2012258
-120.275,47.793,2012258
-120.278,47.802,2012258
-120.304,47.89,2012258
-120.307,47.9,2012258
-120.29,47.791,2012258
-120.293,47.8,2012258
-120.296,47.81,2012258
-120.321,47.898,2012258
-120.304,47.789,2012258
-120.307,47.798,2012258
-120.397,47.34,2012258
-120.4,47.35,2012258
-120.417,47.408,2012258
-120.429,47.447,2012258
-120.412,47.338,2012258
-120.432,47.406,2012258
-120.435,47.416,2012258
-120.606,47.991,2012258
-120.426,47.336,2012258
-120.429,47.346,2012258
-120.443,47.395,2012258
-120.449,47.414,2012258
-120.443,47.344,2012258
